target_id,pdb_id,chain_id,model,rank,output_pdb,success,return_code,inference_time_sec,inference_time_sec_per_prediction,prediction_count,trials_run,max_trials,successful_trial,command,error_message,msa_used,msa_source,msa_mode,msa_database,msa_database_path,msa_generation_included_in_timing,msa_generation_included_in_carbon,msa_reused,msa_generation_time_sec,msa_notes,carbon_tracking_enabled,carbon_method,carbon_country_iso_code,carbon_region,carbon_intensity_mode,carbon_intensity_g_per_kwh,carbon_intensity_source,carbon_emissions_kg,carbon_emissions_g,carbon_energy_consumed_kwh,carbon_cpu_power_w,carbon_gpu_power_w,carbon_ram_power_w,carbon_cpu_energy_kwh,carbon_gpu_energy_kwh,carbon_ram_energy_kwh,carbon_duration_sec,carbon_output_file,carbon_error
7ROA_chainA,7ROA,A,colabfold,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/colabfold/rank_001.pdb,true,0,605.481350,605.481350,1,1,1,1,env COLABFOLD_MSA_MODE=mmseqs2_uniref_env COLABFOLD_MODEL_NAME=colabfold COLABFOLD_DB=/data/chen/protein_folding_databases/colabfold COLABFOLD_MMSEQS=/data/chen/software/mmseqs/bin/mmseqs COLABFOLD_SEARCH_GPU=1 bash runners/run_colabfold.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/colabfold 1,,true,colabfold_mmseqs2,default_msa,colabfold,/data/chen/protein_folding_databases/colabfold,true,true,false,,Default ColabFold MSA mode; MSA search included in timing/carbon,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.01091755522080689,10.917555220806891,0.022984326780646085,42.5,0.0,94.18931865692139,0.0071479942412839975,0,0.015836332539362084,605.4942491054535,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_colabfold_emissions.csv,
7ROA_chainA,7ROA,A,openfold,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/openfold/rank_001.pdb,true,0,497.875503,497.875503,1,1,1,1,env OPENFOLD_DEVICE=cuda:0 COLABFOLD_DB=/data/chen/protein_folding_databases/colabfold COLABFOLD_MMSEQS=/data/chen/software/mmseqs/bin/mmseqs COLABFOLD_SEARCH_GPU=1 bash runners/run_openfold_msa.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/openfold 1,,true,colabfold_mmseqs2,default_msa,colabfold,/data/chen/protein_folding_databases/colabfold,true,true,false,,OpenFold with freshly generated ColabFold/MMseqs MSA; MSA search included in timing/carbon,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.008977351231767277,8.977351231767276,0.018899686803720582,42.5,0.0,94.18931865692139,0.005877627003358465,0,0.013022059800362092,497.88333010673523,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_openfold_emissions.csv,
7ROA_chainA,7ROA,A,esmfold,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/esmfold/rank_001.pdb,true,0,45.943164,45.943164,1,1,1,1,bash runners/run_esmfold.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/esmfold 1,,false,none,native_single_sequence,none,,false,false,false,,Native no-MSA model,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0008284184717854228,0.8284184717854228,0.0017440388879693112,42.5,0.0,94.18931865692139,0.0005423908079663912,0,0.0012016480800029197,45.94491195678711,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_esmfold_emissions.csv,
7ROA_chainA,7ROA,A,omegafold,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/omegafold/rank_001.pdb,true,0,20.271381,20.271381,1,1,1,1,bash runners/run_omegafold.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/omegafold 1,,false,none,native_single_sequence,none,,false,false,false,,Native no-MSA model,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0003655310944886157,0.3655310944886157,0.0007695391462918226,42.5,0.0,94.18931865692139,0.00023932051741414604,0,0.0005302186288776765,20.272350072860718,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_omegafold_emissions.csv,
7ROA_chainA,7ROA,A,boltz2,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/boltz2/rank_001.pdb,true,0,40.640129,40.640129,1,1,1,1,bash runners/run_boltz2.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/boltz2 1,,false,none,model_default_no_msa,none,,false,false,false,,Boltz-2 runner provides an explicit empty MSA and runs single-sequence mode,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0007327936134267242,0.7327936134267241,0.0015427233966878403,42.5,0.0,94.18931865692139,0.00047978159851498067,0,0.0010629417981728598,40.641382455825806,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_boltz2_emissions.csv,
7ROA_chainA,7ROA,A,chai1,1,results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/chai1/rank_001.pdb,true,0,76.345668,76.345668,1,1,1,1,bash runners/run_chai1.sh results/default_modes_first5_carbon_metadata/sequences/7ROA_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7ROA_chainA/chai1 1,,false,none,native_embedding_no_msa,none,,false,false,false,,Chai-1 default CLI uses embeddings without MSAs/templates; external MSAs are optional,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0013766295129675667,1.3766295129675667,0.0028981673957211933,42.5,0.0,94.18931865692139,0.0009012908327910632,0,0.00199687656293013,76.34643054008484,results/default_modes_first5_carbon_metadata/carbon/7ROA_chainA_chai1_emissions.csv,
7QIH_chainA,7QIH,A,colabfold,1,results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/colabfold/rank_001.pdb,true,0,616.453280,616.453280,1,1,1,1,env COLABFOLD_MSA_MODE=mmseqs2_uniref_env COLABFOLD_MODEL_NAME=colabfold COLABFOLD_DB=/data/chen/protein_folding_databases/colabfold COLABFOLD_MMSEQS=/data/chen/software/mmseqs/bin/mmseqs COLABFOLD_SEARCH_GPU=1 bash runners/run_colabfold.sh results/default_modes_first5_carbon_metadata/sequences/7QIH_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/colabfold 1,,true,colabfold_mmseqs2,default_msa,colabfold,/data/chen/protein_folding_databases/colabfold,true,true,false,,Default ColabFold MSA mode; MSA search included in timing/carbon,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.011115424344474401,11.1154243444744,0.02340089335678821,42.5,0.0,94.18931865692139,0.007277480419476822,0,0.016123412937311395,616.4614672660828,results/default_modes_first5_carbon_metadata/carbon/7QIH_chainA_colabfold_emissions.csv,
7QIH_chainA,7QIH,A,openfold,1,results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/openfold/rank_001.pdb,true,0,523.130871,523.130871,1,1,1,1,env OPENFOLD_DEVICE=cuda:0 COLABFOLD_DB=/data/chen/protein_folding_databases/colabfold COLABFOLD_MMSEQS=/data/chen/software/mmseqs/bin/mmseqs COLABFOLD_SEARCH_GPU=1 bash runners/run_openfold_msa.sh results/default_modes_first5_carbon_metadata/sequences/7QIH_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/openfold 1,,true,colabfold_mmseqs2,default_msa,colabfold,/data/chen/protein_folding_databases/colabfold,true,true,false,,OpenFold with freshly generated ColabFold/MMseqs MSA; MSA search included in timing/carbon,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.009432693018100432,9.432693018100432,0.019858301090737752,42.5,0.0,94.18931865692139,0.006175758532848616,0,0.013682542557889098,523.1367268562317,results/default_modes_first5_carbon_metadata/carbon/7QIH_chainA_openfold_emissions.csv,
7QIH_chainA,7QIH,A,esmfold,1,results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/esmfold/rank_001.pdb,true,0,46.256804,46.256804,1,1,1,1,bash runners/run_esmfold.sh results/default_modes_first5_carbon_metadata/sequences/7QIH_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/esmfold 1,,false,none,native_single_sequence,none,,false,false,false,,Native no-MSA model,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0008340671438772777,0.8340671438772777,0.0017559308292153214,42.5,0.0,94.18931865692139,0.0005460864446229405,0,0.0012098443845923806,46.25795793533325,results/default_modes_first5_carbon_metadata/carbon/7QIH_chainA_esmfold_emissions.csv,
7QIH_chainA,7QIH,A,omegafold,1,results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/omegafold/rank_001.pdb,true,0,20.021213,20.021213,1,1,1,1,bash runners/run_omegafold.sh results/default_modes_first5_carbon_metadata/sequences/7QIH_chainA.fasta results/default_modes_first5_carbon_metadata/predictions/7QIH_chainA/omegafold 1,,false,none,native_single_sequence,none,,false,false,false,,Native no-MSA model,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0003610164552495164,0.36101645524951637,0.0007600346426305608,42.5,0.0,94.18931865692139,0.00023636656999588015,0,0.0005236680726346806,20.02215051651001,results/default_modes_first5_carbon_metadata/carbon/7QIH_chainA_omegafold_emissions.csv,
