model,n_targets,n_targets_success,n_total_predictions,mean_best_lddt_ca,std_best_lddt_ca,mean_best_tmalign_tm_score_ref,std_best_tmalign_tm_score_ref,mean_best_tmalign_rmsd,std_best_tmalign_rmsd,mean_best_ca_rmsd,std_best_ca_rmsd,mean_n_success
colabfold_msa,5,5,5,0.8402122448199686,0.10455840022802146,0.818774,0.13642191605456944,2.114,0.9651839202970591,4.752831425869771,5.668604338080519,1.0
colabfold_single,5,5,5,0.35209743160829887,0.1453877538607616,0.29096599999999995,0.0665340088225563,5.8100000000000005,1.3063116014182834,19.874819875980073,8.687616751556877,1.0
