target_id,pdb_id,chain_id,model,rank,output_pdb,success,return_code,inference_time_sec,inference_time_sec_per_prediction,prediction_count,trials_run,max_trials,successful_trial,command,error_message,msa_used,msa_source,msa_mode,msa_database,msa_database_path,msa_generation_included_in_timing,msa_generation_included_in_carbon,msa_reused,msa_generation_time_sec,msa_notes,carbon_tracking_enabled,carbon_method,carbon_country_iso_code,carbon_region,carbon_intensity_mode,carbon_intensity_g_per_kwh,carbon_intensity_source,carbon_emissions_kg,carbon_emissions_g,carbon_energy_consumed_kwh,carbon_cpu_power_w,carbon_gpu_power_w,carbon_ram_power_w,carbon_cpu_energy_kwh,carbon_gpu_energy_kwh,carbon_ram_energy_kwh,carbon_duration_sec,carbon_output_file,carbon_error
7ROA_chainA,7ROA,A,openfold3,1,results/backend_smoke/openfold3_default/predictions/7ROA_chainA/openfold3/rank_001.pdb,true,0,82.752562,82.752562,1,1,1,1,env CUDA_VISIBLE_DEVICES=0 bash runners/run_openfold3.sh results/backend_smoke/openfold3_default/sequences/7ROA_chainA.fasta results/backend_smoke/openfold3_default/predictions/7ROA_chainA/openfold3 1,,false,none,msa_free_low_memory,none,none,false,false,false,,MSA usage not confirmed from runner/config,true,codecarbon_offline_world_average,WORLD,world,world_average,475.0,configurable_default_world_average,0.0023836289056808897,2.3836289056808897,0.005018166117222926,42.5,113.65400000000001,94.18931579589844,0.000976933770709568,0.0018820091655323236,0.0021592231809810336,82.75481343269348,results/backend_smoke/openfold3_default/carbon/7ROA_chainA_openfold3_emissions.csv,
